livreId;closeness;betweenness;pagerank
34413;0.206973;0.000005;0.000652
34455;0.215819;0.000001;0.000692
345;0.227274;0.000001;0.000734
34513;0.167705;0.000001;0.000543
34612;0.183549;0.000000;0.000604
34704;0.217331;0.000007;0.000706
34751;0.178569;0.000001;0.000590
348;0.201033;0.000000;0.000637
34811;0.078910;0.000000;0.000173
34815;0.142216;0.000000;0.000456
34853;0.203015;0.000000;0.000663
34856;0.225666;0.000036;0.000719
34901;0.208363;0.000061;0.000656
35;0.205175;0.000008;0.000650
35018;0.108356;0.000000;0.000380
35041;0.184183;0.000000;0.000581
35110;0.204725;0.000008;0.000666
35123;0.224208;0.000038;0.000711
35169;0.175628;0.000003;0.000581
35173;0.168768;0.000010;0.000551
35242;0.198278;0.000031;0.000632
35249;0.225013;0.000902;0.000704
35260;0.173594;0.000000;0.000548
35312;0.084051;0.000000;0.000233
35379;0.188797;0.000000;0.000594
35451;0.182758;0.000018;0.000592
35461;0.192624;0.000012;0.000625
35473;0.184453;0.000000;0.000607
35561;0.186854;0.000009;0.000619
35664;0.213307;0.000001;0.000701
3567;0.188883;0.000009;0.000630
35688;0.159269;0.000001;0.000531
35690;0.210515;0.000000;0.000668
35698;0.215375;0.000009;0.000694
35797;0.089420;0.000054;0.000233
35843;0.189768;0.000041;0.000620
35898;0.217581;0.000001;0.000689
35899;0.181402;0.000055;0.000580
35977;0.217376;0.000192;0.000679
36;0.208660;0.000000;0.000662
3600;0.170755;0.000110;0.000565
36011;0.089564;0.000000;0.000241
36020;0.182372;0.000000;0.000578
36029;0.212561;0.000000;0.000695
36034;0.222547;0.000036;0.000715
36048;0.219232;0.000063;0.000686
36077;0.062312;0.000001;0.000195
36098;0.139592;0.000000;0.000463
3618;0.187627;0.000000;0.000606
36207;0.085377;0.000066;0.000227
36227;0.083728;0.000000;0.000203
3623;0.186914;0.000021;0.000622
36238;0.230189;0.000117;0.000727
36245;0.181975;0.000000;0.000575
36281;0.210202;0.000000;0.000668
36375;0.183445;0.000700;0.000601
36385;0.192065;0.000000;0.000612
36387;0.199358;0.000001;0.000623
36427;0.203275;0.000001;0.000648
36438;0.209997;0.000112;0.000654
36459;0.108904;0.000000;0.000380
36542;0.205767;0.000000;0.000673
36566;0.173560;0.000000;0.000558
36708;0.089960;0.000000;0.000237
368;0.220243;0.000564;0.000689
36805;0.129599;0.005359;0.000426
36924;0.203411;0.000007;0.000635
36965;0.234944;0.001242;0.000744
37064;0.181883;0.000000;0.000594
37106;0.211522;0.000000;0.000692
37134;0.164685;0.000003;0.000533
3735;0.191517;0.000014;0.000615
37408;0.202669;0.000000;0.000648
3741;0.226298;0.000353;0.000715
37423;0.202698;0.000030;0.000639
37431;0.190056;0.000041;0.000610
3748;0.225962;0.000002;0.000720
37499;0.208737;0.000001;0.000663
37536;0.231668;0.000038;0.000745
37539;0.218441;0.000024;0.000690
37586;0.164168;0.000000;0.000529
37587;0.207598;0.000000;0.000650
376;0.222143;0.000008;0.000697
37683;0.143797;0.000000;0.000466
37719;0.059753;0.000001;0.000194
37734;0.206451;0.000137;0.000668
37785;0.188193;0.000010;0.000592
37841;0.221043;0.000005;0.000705
37884;0.214352;0.000001;0.000675
37887;0.201408;0.000001;0.000663
37957;0.186447;0.000000;0.000612
3796;0.216648;0.000000;0.000693
37985;0.201494;0.000000;0.000663
3800;0.191310;0.000001;0.000602
38015;0.183927;0.000001;0.000598
38046;0.217220;0.000137;0.000688
38049;0.228350;0.000174;0.000729
38081;0.203286;0.000002;0.000664
38145;0.201413;0.000000;0.000632
38179;0.235173;0.000220;0.000743
38219;0.209995;0.000002;0.000679
38226;0.218934;0.000035;0.000685
38243;0.087924;0.000014;0.000233
3825;0.196632;0.000000;0.000627
38253;0.199213;0.000000;0.000621
38269;0.204369;0.000025;0.000648
383;0.180317;0.000000;0.000584
38326;0.202498;0.000007;0.000655
38427;0.208062;0.000002;0.000671
38433;0.161788;0.000005;0.000522
38463;0.178573;0.000001;0.000574
38481;0.198317;0.000114;0.000617
38485;0.201126;0.000007;0.000626
38488;0.219684;0.000002;0.000691
38511;0.217746;0.000627;0.000681
38539;0.180780;0.000001;0.000597
38571;0.228101;0.000032;0.000732
38594;0.154811;0.000000;0.000511
38658;0.140540;0.000289;0.000471
38683;0.168593;0.000000;0.000553
38735;0.206878;0.000027;0.000675
3875;0.199983;0.000000;0.000666
38784;0.209767;0.000000;0.000673
389;0.193915;0.000200;0.000628
3891;0.215991;0.000004;0.000709
38941;0.199243;0.000004;0.000661
38951;0.195241;0.000205;0.000624
3913;0.208609;0.000005;0.000690
3922;0.223294;0.000001;0.000706
39270;0.204778;0.000000;0.000670
39281;0.186684;0.000074;0.000588
39293;0.232886;0.000339;0.000740
39308;0.162543;0.001150;0.000535
39316;0.194008;0.000022;0.000643
394;0.229572;0.000056;0.000728
39435;0.180445;0.000000;0.000596
39452;0.220233;0.000704;0.000694
39458;0.175211;0.000000;0.000578
39647;0.111671;0.000173;0.000375
39716;0.224617;0.000174;0.000707
39762;0.080259;0.000005;0.000209
39784;0.154003;0.000000;0.000506
398;0.171190;0.000007;0.000557
39867;0.148552;0.000001;0.000478
39955;0.223960;0.000067;0.000718
39989;0.185941;0.000157;0.000597
40058;0.210284;0.000045;0.000687
40074;0.144455;0.000022;0.000464
4010;0.191713;0.000002;0.000606
40143;0.208224;0.000000;0.000679
40161;0.204347;0.000000;0.000672
4018;0.225166;0.000135;0.000714
40244;0.205404;0.000000;0.000655
40307;0.223535;0.000006;0.000722
40367;0.196028;0.000001;0.000616
4039;0.214457;0.000058;0.000671
40425;0.139523;0.001188;0.000466
40426;0.207548;0.000007;0.000652
40435;0.171995;0.000000;0.000563
40445;0.205991;0.000000;0.000677
40505;0.174234;0.000000;0.000552
40580;0.210575;0.000003;0.000671
40641;0.185357;0.000002;0.000610
40686;0.191306;0.000002;0.000637
4070;0.180931;0.000000;0.000590
40739;0.080071;0.000000;0.000191
40745;0.224472;0.000004;0.000714
4078;0.216255;0.000031;0.000683
408;0.224824;0.000007;0.000713
4081;0.210342;0.000000;0.000657
40812;0.190685;0.000005;0.000602
4085;0.209529;0.000005;0.000691
40852;0.189493;0.001812;0.000605
40868;0.200156;0.000000;0.000648
409;0.164052;0.000064;0.000531
4093;0.190242;0.000009;0.000615
40935;0.206939;0.000153;0.000664
40986;0.195471;0.000000;0.000611
4099;0.191022;0.000024;0.000609
41;0.162897;0.000048;0.000534
41006;0.200688;0.000000;0.000658
41046;0.177570;0.000000;0.000572
41047;0.155923;0.001338;0.000505
41082;0.198763;0.000000;0.000641
41085;0.180350;0.000013;0.000583
41128;0.211932;0.000024;0.000671
41214;0.208835;0.000009;0.000656
41218;0.197195;0.000004;0.000641
41360;0.201780;0.000000;0.000652
41386;0.196555;0.000000;0.000628
41400;0.217247;0.000062;0.000695
41443;0.183471;0.000000;0.000591
41445;0.230155;0.000049;0.000733
41470;0.204097;0.000001;0.000666
41537;0.213131;0.000016;0.000691
41538;0.188019;0.000002;0.000606
41563;0.202429;0.000001;0.000650
416;0.220020;0.000010;0.000697
41617;0.166153;0.000000;0.000541
41680;0.199943;0.000002;0.000657
41697;0.123505;0.000000;0.000400
41733;0.188112;0.000000;0.000589
41771;0.210657;0.000001;0.000676
41810;0.107133;0.000005;0.000319
41873;0.195370;0.000021;0.000652
41907;0.089894;0.000000;0.000216
41910;0.190247;0.000001;0.000622
41959;0.209969;0.000033;0.000661
42;0.200449;0.000007;0.000642
4200;0.172411;0.000011;0.000568
42027;0.205982;0.000001;0.000672
4206;0.221266;0.000096;0.000713
42078;0.219922;0.000001;0.000690
421;0.221610;0.000114;0.000703
42108;0.184923;0.000000;0.000601
42166;0.142272;0.000000;0.000472
4217;0.210884;0.000000;0.000672
42180;0.197161;0.000007;0.000637
42188;0.153464;0.000043;0.000505
42196;0.153171;0.000008;0.000505
42238;0.208859;0.000063;0.000677
42243;0.199672;0.000138;0.000636
42290;0.213744;0.000156;0.000668
42324;0.231014;0.000045;0.000739
42332;0.216225;0.000020;0.000715
42370;0.222953;0.000004;0.000709
42474;0.175244;0.000000;0.000551
42616;0.194096;0.000000;0.000612
42638;0.182039;0.000005;0.000601
42647;0.196012;0.000032;0.000652
42671;0.225934;0.000038;0.000722
42704;0.147520;0.000048;0.000495
42722;0.158026;0.000000;0.000502
4276;0.224996;0.000001;0.000735
42796;0.182557;0.000012;0.000594
4280;0.194707;0.000012;0.000620
42822;0.191844;0.000000;0.000616
42841;0.212015;0.000015;0.000678
42856;0.214536;0.000001;0.000676
42884;0.173306;0.003206;0.000548
42959;0.178862;0.000001;0.000575
42983;0.196058;0.000007;0.000615
42996;0.206128;0.000000;0.000663
43;0.200095;0.000009;0.000642
4300;0.169756;0.000002;0.000558
43098;0.216441;0.000006;0.000708
4320;0.205279;0.000010;0.000645
43211;0.192977;0.000001;0.000631
43231;0.223988;0.000005;0.000711
43255;0.176809;0.000000;0.000571
43286;0.168423;0.000000;0.000545
43296;0.166912;0.000001;0.000546
43302;0.218258;0.000008;0.000699
43376;0.172060;0.000000;0.000558
43427;0.179261;0.000007;0.000594
43453;0.146629;0.000001;0.000489
43491;0.198093;0.000003;0.000621
4352;0.201599;0.000001;0.000634
43572;0.178899;0.000000;0.000575
43591;0.209994;0.000001;0.000684
4361;0.198656;0.000001;0.000655
43627;0.234365;0.000073;0.000752
43629;0.222780;0.000072;0.000732
4363;0.210315;0.000000;0.000663
43660;0.124973;0.000276;0.000410
4367;0.205662;0.000004;0.000669
4368;0.211965;0.000000;0.000675
43681;0.213961;0.000000;0.000682
43759;0.077422;0.000077;0.000212
43847;0.215617;0.000001;0.000693
43901;0.089896;0.000000;0.000231
43936;0.195476;0.000210;0.000633
43945;0.175165;0.000001;0.000557
4397;0.198963;0.000023;0.000657
43970;0.190014;0.000000;0.000606
44028;0.140511;0.000000;0.000456
44034;0.228501;0.000012;0.000731
44070;0.085233;0.000003;0.000228
44125;0.202258;0.000001;0.000665
44126;0.195150;0.000000;0.000640
44292;0.175448;0.000000;0.000558
44343;0.205955;0.000025;0.000673
44369;0.211713;0.000000;0.000680
44385;0.205243;0.000003;0.000655
445;0.212050;0.000040;0.000667
44525;0.157817;0.000000;0.000506
44549;0.064059;0.001190;0.000207
44566;0.203026;0.000021;0.000664
44568;0.196250;0.000117;0.000646
44608;0.186443;0.000000;0.000610
44621;0.123674;0.000000;0.000396
44638;0.173292;0.000001;0.000572
44669;0.175096;0.000355;0.000558
44747;0.218039;0.000000;0.000714
44795;0.202968;0.000000;0.000662
44884;0.179043;0.000000;0.000583
44886;0.166421;0.000000;0.000539
44929;0.206884;0.000001;0.000654
45;0.214267;0.000000;0.000685
45001;0.190116;0.000007;0.000626
4507;0.137562;0.000186;0.000461
45109;0.150481;0.000000;0.000498
45150;0.093990;0.000000;0.000240
4517;0.201294;0.000006;0.000644
45209;0.205319;0.000001;0.000649
45229;0.199057;0.000002;0.000638
45235;0.205298;0.000007;0.000661
45249;0.182391;0.000003;0.000600
45304;0.204047;0.000004;0.000671
45305;0.203887;0.000041;0.000666
45357;0.212636;0.000488;0.000677
45368;0.166477;0.000004;0.000551
45502;0.226684;0.000013;0.000720
45524;0.215335;0.000000;0.000688
45532;0.197005;0.000000;0.000641
45540;0.207002;0.000001;0.000655
45580;0.204230;0.000001;0.000672
45584;0.192980;0.000001;0.000621
45594;0.057797;0.000014;0.000192
45631;0.229471;0.000002;0.000734
45634;0.201638;0.000007;0.000663
45645;0.204195;0.000000;0.000665
4583;0.197371;0.000007;0.000621
45848;0.201002;0.000005;0.000657
45858;0.181044;0.000003;0.000583
45950;0.193703;0.000000;0.000627
45988;0.208442;0.000007;0.000663
46;0.202953;0.000008;0.000652
46032;0.207092;0.000000;0.000648
46134;0.206626;0.000048;0.000646
46272;0.215278;0.000000;0.000674
46333;0.220004;0.000179;0.000708
46389;0.209081;0.000051;0.000656
46409;0.217199;0.000284;0.000693
46423;0.194735;0.000001;0.000610
46440;0.196995;0.000000;0.000618
46449;0.174731;0.000000;0.000548
46559;0.230846;0.000980;0.000726
46681;0.183657;0.000000;0.000576
46743;0.193401;0.000011;0.000625
468;0.225338;0.000299;0.000711
46901;0.209344;0.000004;0.000669
46915;0.209579;0.000014;0.000655
46976;0.196717;0.000000;0.000631
47;0.216511;0.000000;0.000690
470;0.215541;0.000001;0.000676
47001;0.154658;0.000758;0.000500
47018;0.191731;0.000002;0.000612
4705;0.212464;0.000007;0.000679
47111;0.205867;0.000002;0.000643
47285;0.219254;0.000028;0.000694
47287;0.088546;0.000001;0.000207
47406;0.083457;0.000000;0.000202
47476;0.170216;0.000013;0.000561
47529;0.224243;0.000151;0.000710
47584;0.090375;0.000012;0.000180
47629;0.054916;0.000001;0.000199
47651;0.209962;0.000005;0.000689
47677;0.201865;0.000025;0.000630
47787;0.159631;0.000000;0.000516
47791;0.159965;0.000000;0.000514
47873;0.195473;0.000000;0.000636
479;0.212674;0.000006;0.000677
4791;0.092699;0.000056;0.000248
48105;0.142177;0.000496;0.000457
48152;0.181997;0.000001;0.000595
48247;0.151453;0.000188;0.000497
48320;0.229838;0.000011;0.000737
48433;0.200493;0.000009;0.000634
48438;0.170272;0.000153;0.000553
48529;0.084237;0.000000;0.000223
48612;0.200680;0.000000;0.000643
48688;0.172131;0.000000;0.000550
48852;0.093911;0.000000;0.000246
49008;0.183518;0.000040;0.000583
49038;0.192378;0.000004;0.000624
49235;0.165660;0.000000;0.000538
49260;0.179177;0.000064;0.000591
49266;0.165692;0.000156;0.000542
49501;0.070789;0.000007;0.000185
49513;0.173871;0.000000;0.000552
4973;0.195962;0.000000;0.000650
4980;0.166746;0.000000;0.000548
49819;0.143898;0.000247;0.000477
49836;0.089756;0.000001;0.000218
500;0.195147;0.000002;0.000627
5000;0.194678;0.001025;0.000633
50040;0.170449;0.000004;0.000553
501;0.180161;0.000128;0.000590
50150;0.193195;0.000009;0.000615
50176;0.215658;0.000000;0.000692
50280;0.150052;0.000000;0.000482
503;0.231832;0.000610;0.000744
50316;0.227888;0.000399;0.000732
50354;0.139948;0.006711;0.000456
50448;0.171157;0.000182;0.000550
50503;0.142572;0.000000;0.000463
50572;0.199029;0.000000;0.000630
50603;0.186652;0.000000;0.000596
50657;0.161209;0.000000;0.000528
507;0.217337;0.000012;0.000713
50742;0.186335;0.000001;0.000591
50750;0.179307;0.000021;0.000569
50922;0.208776;0.000074;0.000653
50954;0.149313;0.000748;0.000481
50966;0.195149;0.000000;0.000630
5097;0.088211;0.000000;0.000235
51;0.212454;0.000000;0.000676
51002;0.217767;0.000077;0.000687
51060;0.219283;0.000006;0.000696
51090;0.135025;0.000081;0.000436
51143;0.156911;0.000000;0.000500
51155;0.144523;0.000000;0.000465
5116;0.206330;0.000004;0.000645
51161;0.184397;0.000003;0.000612
512;0.213687;0.000096;0.000709
51233;0.153114;0.000000;0.000507
51252;0.200563;0.000000;0.000652
5131;0.186916;0.000027;0.000590
51356;0.205877;0.000000;0.000648
514;0.211315;0.000000;0.000691
5160;0.214214;0.000003;0.000675
51836;0.120161;0.000003;0.000378
5186;0.202071;0.000001;0.000646
51935;0.220810;0.000023;0.000706
5197;0.208254;0.000007;0.000691
5199;0.209391;0.000000;0.000673
5200;0.182835;0.000020;0.000596
52006;0.092815;0.000000;0.000244
5201;0.150148;0.005431;0.000482
52090;0.173949;0.022114;0.000547
521;0.229519;0.000135;0.000726
52190;0.217307;0.000004;0.000679
52200;0.108940;0.000000;0.000385
52205;0.108940;0.000000;0.000385
52206;0.108887;0.000000;0.000385
5225;0.219238;0.000006;0.000712
52263;0.208369;0.000000;0.000657
5230;0.205383;0.000000;0.000652
52319;0.206784;0.000000;0.000649
52371;0.104906;0.000000;0.000355
524;0.221315;0.000000;0.000710
52521;0.215017;0.000030;0.000683
52621;0.227113;0.000014;0.000743
52685;0.226532;0.000073;0.000741
52821;0.185226;0.000022;0.000588
52868;0.210698;0.000021;0.000663
52881;0.220023;0.000004;0.000700
52882;0.196592;0.000000;0.000642
52914;0.202548;0.000000;0.000644
52915;0.201546;0.000000;0.000642
52958;0.190236;0.000000;0.000596
5307;0.214300;0.000000;0.000672
5314;0.218126;0.000194;0.000702
5333;0.211038;0.000001;0.000659
53368;0.195113;0.000012;0.000623
53419;0.230013;0.000262;0.000730
53430;0.191683;0.000004;0.000606
53489;0.191124;0.000004;0.000610
53565;0.168439;0.000032;0.000555
53635;0.171505;0.000004;0.000556
537;0.230173;0.000015;0.000733
53720;0.222445;0.000000;0.000715
54;0.215318;0.000002;0.000683
5402;0.186300;0.000000;0.000591
54027;0.191602;0.000002;0.000612
54097;0.222228;0.000000;0.000713
541;0.221302;0.000000;0.000714
54219;0.222924;0.000027;0.000699
5427;0.222075;0.000448;0.000730
5428;0.189307;0.000001;0.000596
543;0.196684;0.000001;0.000643
54338;0.201782;0.000000;0.000636
544;0.217062;0.000000;0.000690
54488;0.173455;0.000000;0.000572
54657;0.187213;0.000009;0.000606
54710;0.217711;0.000009;0.000681
54713;0.200986;0.000009;0.000633
54743;0.212545;0.000000;0.000694
54824;0.181143;0.000000;0.000596
54966;0.172528;0.001325;0.000556
54991;0.188433;0.000000;0.000602
55;0.194123;0.000001;0.000629
5500;0.199814;0.000003;0.000629
55024;0.231752;0.000059;0.000736
55059;0.123611;0.000000;0.000394
55070;0.207783;0.000000;0.000685
551;0.207631;0.000011;0.000657
55201;0.213077;0.000022;0.000697
55231;0.195165;0.000000;0.000633
55264;0.161757;0.000000;0.000525
55283;0.223599;0.000025;0.000706
5529;0.216411;0.000077;0.000719
55300;0.217019;0.000000;0.000680
55317;0.205891;0.000020;0.000645
55620;0.147115;0.000000;0.000471
55752;0.061408;0.000053;0.000197
55771;0.184919;0.000001;0.000601
558;0.204901;0.000001;0.000650
55822;0.208024;0.000000;0.000673
55829;0.162948;0.003392;0.000529
55998;0.189076;0.000087;0.000628
56006;0.206919;0.000028;0.000652
56075;0.216446;0.000100;0.000684
5611;0.210910;0.000001;0.000663
56347;0.172178;0.000001;0.000552
564;0.228529;0.000003;0.000735
56463;0.214642;0.000135;0.000694
56517;0.197306;0.000011;0.000627
5657;0.155455;0.005228;0.000513
5658;0.212527;0.000010;0.000694
56590;0.214595;0.000000;0.000696
56608;0.183761;0.000002;0.000590
5669;0.207133;0.000036;0.000659
56712;0.196856;0.000312;0.000637
5682;0.167655;0.000295;0.000541
5683;0.188225;0.000002;0.000596
56877;0.164022;0.001900;0.000543
56880;0.187467;0.000000;0.000616
57009;0.165633;0.000000;0.000541
57037;0.186940;0.000030;0.000593
5720;0.149666;0.000716;0.000503
57227;0.108838;0.000000;0.000383
57260;0.210614;0.000095;0.000689
57303;0.087645;0.000016;0.000188
57317;0.182245;0.000000;0.000583
57333;0.173106;0.000036;0.000569
57342;0.205672;0.000000;0.000668
57374;0.182969;0.000000;0.000606
57421;0.142038;0.000000;0.000462
57426;0.223977;0.000000;0.000712
57431;0.205201;0.000030;0.000658
57493;0.160487;0.000000;0.000523
575;0.207247;0.000093;0.000645
57628;0.195808;0.000012;0.000642
57724;0.168714;0.000012;0.000558
57764;0.158922;0.000393;0.000501
5777;0.214158;0.000000;0.000686
57821;0.204836;0.000156;0.000649
57978;0.196171;0.000000;0.000633
57980;0.202368;0.000001;0.000649
580;0.200243;0.000000;0.000667
58031;0.182094;0.000001;0.000594
58157;0.142430;0.000048;0.000474
58212;0.130164;0.000000;0.000421
58221;0.084433;0.000000;0.000184
5827;0.184380;0.000041;0.000588
583;0.222064;0.000025;0.000734
58465;0.223953;0.000032;0.000712
58585;0.153606;0.001130;0.000511
58804;0.069832;0.000011;0.000190
58866;0.223253;0.000001;0.000708
59;0.185845;0.000037;0.000594
59112;0.175916;0.000000;0.000573
59131;0.184588;0.000000;0.000599
5921;0.218334;0.000027;0.000718
59386;0.175449;0.000000;0.000573
5946;0.216441;0.000040;0.000708
59656;0.125462;0.000002;0.000403
598;0.217239;0.000007;0.000703
59824;0.181156;0.000096;0.000594
59827;0.225780;0.000000;0.000723
5983;0.193613;0.000044;0.000606
59844;0.173334;0.000058;0.000561
599;0.197470;0.000002;0.000656
59924;0.197482;0.000007;0.000642
60;0.217721;0.000000;0.000698
600;0.212351;0.000031;0.000670
60093;0.193111;0.000001;0.000613
601;0.220757;0.000018;0.000721
60230;0.184471;0.000000;0.000603
60360;0.081379;0.000000;0.000194
60408;0.211583;0.000072;0.000664
6043;0.138079;0.000000;0.000454
60464;0.087604;0.000000;0.000206
60479;0.163578;0.000000;0.000537
60558;0.161357;0.000000;0.000526
60692;0.204106;0.000003;0.000664
60766;0.159523;0.000001;0.000521
608;0.171685;0.000050;0.000555
6081;0.210828;0.000002;0.000691
60852;0.198296;0.000011;0.000661
6087;0.178553;0.000331;0.000580
60976;0.149100;0.000000;0.000498
60979;0.214101;0.000003;0.000674
6099;0.091320;0.000001;0.000262
61;0.146175;0.000548;0.000480
610;0.194809;0.000003;0.000621
61168;0.222874;0.000001;0.000711
61221;0.229538;0.000004;0.000737
6124;0.220029;0.000030;0.000708
61262;0.221344;0.000000;0.000700
6130;0.198160;0.000000;0.000648
6133;0.224338;0.000004;0.000708
61364;0.201475;0.000010;0.000630
61477;0.220266;0.000018;0.000707
61543;0.079421;0.000000;0.000189
61565;0.093670;0.000164;0.000252
6157;0.176882;0.000062;0.000580
61614;0.185239;0.000001;0.000584
61851;0.090092;0.000001;0.000182
61937;0.186130;0.000000;0.000601
61963;0.211725;0.000000;0.000666
62;0.221042;0.000012;0.000701
621;0.207740;0.000015;0.000684
62215;0.090569;0.000000;0.000245
62231;0.182843;0.000008;0.000598
62250;0.170494;0.000002;0.000559
623;0.228386;0.000548;0.000713
62383;0.055165;0.000003;0.000156
62704;0.168541;0.000000;0.000550
62754;0.208970;0.000000;0.000668
62940;0.223541;0.000001;0.000709
63203;0.218819;0.000027;0.000688
63300;0.193396;0.000000;0.000609
63384;0.185997;0.000003;0.000588
63545;0.148849;0.000708;0.000490
63659;0.186992;0.000001;0.000586
64;0.217407;0.000000;0.000694
6400;0.192993;0.000004;0.000638
6408;0.221739;0.000012;0.000709
641;0.225959;0.001040;0.000721
64317;0.206694;0.000005;0.000657
6435;0.190170;0.000090;0.000603
644;0.205218;0.000075;0.000656
64478;0.113670;0.002249;0.000354
6456;0.213609;0.000049;0.000685
64908;0.212139;0.000000;0.000669
64931;0.200320;0.000000;0.000653
64974;0.081747;0.000000;0.000195
650;0.219336;0.000009;0.000701
652;0.218024;0.000022;0.000682
6523;0.135409;0.001858;0.000457
65236;0.098177;0.000000;0.000263
65238;0.223320;0.000003;0.000709
65661;0.080651;0.000000;0.000180
65662;0.080074;0.000001;0.000174
65688;0.218394;0.000014;0.000697
657;0.187597;0.000000;0.000588
65903;0.195996;0.000000;0.000639
6593;0.206585;0.000036;0.000684
65993;0.225663;0.000240;0.000716
66048;0.205311;0.000001;0.000671
66057;0.228461;0.000001;0.000732
6615;0.206456;0.000027;0.000678
6635;0.219900;0.000000;0.000704
664;0.143600;0.000282;0.000465
66555;0.170942;0.000000;0.000560
66583;0.189461;0.000000;0.000615
66619;0.172051;0.000000;0.000560
66638;0.181632;0.000000;0.000589
6686;0.158049;0.000150;0.000523
6688;0.215096;0.000003;0.000709
66923;0.199298;0.000143;0.000637
66994;0.084030;0.000000;0.000266
67092;0.086775;0.000007;0.000177
67098;0.160184;0.000001;0.000531
67138;0.194624;0.000000;0.000619
67149;0.214780;0.000043;0.000672
67180;0.219157;0.000051;0.000690
67330;0.158472;0.000001;0.000520
67363;0.212256;0.000001;0.000673
6737;0.213426;0.000008;0.000703
674;0.171822;0.000003;0.000568
675;0.230626;0.000239;0.000752
6761;0.207478;0.000001;0.000685
6762;0.208496;0.000040;0.000653
67799;0.198680;0.000000;0.000649
67979;0.208555;0.000000;0.000665
6798;0.213275;0.000030;0.000686
68;0.211664;0.000000;0.000669
68185;0.180473;0.000004;0.000581
68283;0.164347;0.000001;0.000537
68291;0.225005;0.000009;0.000733
68465;0.140122;0.000004;0.000459
6852;0.214772;0.000015;0.000676
6867;0.223206;0.000225;0.000703
68680;0.190140;0.000000;0.000603
68705;0.175375;0.000000;0.000583
6885;0.172756;0.000012;0.000554
689;0.236956;0.001350;0.000748
69018;0.131345;0.000000;0.000428
69087;0.220705;0.000000;0.000699
6923;0.179627;0.000216;0.000585
69552;0.088077;0.000000;0.000186
69566;0.201594;0.000000;0.000636
696;0.207627;0.000000;0.000655
69700;0.229100;0.000006;0.000730
699;0.219790;0.000114;0.000715
70;0.231093;0.000056;0.000738
700;0.214479;0.000074;0.000713
7001;0.205979;0.000001;0.000662
70033;0.194223;0.000000;0.000640
70109;0.194832;0.000006;0.000634
70114;0.220547;0.000000;0.000698
70200;0.233842;0.000131;0.000744
70303;0.087594;0.000000;0.000276
70458;0.201028;0.000000;0.000658
70492;0.217862;0.000014;0.000680
70516;0.139264;0.000001;0.000468
70652;0.196330;0.000000;0.000618
708;0.210371;0.000195;0.000672
70891;0.090424;0.000000;0.000245
70954;0.095797;0.000055;0.000266
71;0.150148;0.002591;0.000501
7100;0.140153;0.000999;0.000470
71046;0.125785;0.000000;0.000402
71062;0.089336;0.001911;0.000283
71398;0.191445;0.000000;0.000601
7142;0.204924;0.000002;0.000666
71779;0.202248;0.000328;0.000636
7178;0.213966;0.000004;0.000707
71865;0.216075;0.000000;0.000684
7193;0.141165;0.001848;0.000475
72;0.205701;0.000000;0.000650
7205;0.081680;0.000000;0.000200
7220;0.108888;0.000000;0.000384
7221;0.109044;0.000000;0.000382
72344;0.176025;0.000000;0.000576
7241;0.218377;0.000001;0.000699
72679;0.159646;0.000000;0.000520
72735;0.195970;0.000000;0.000612
7277;0.231867;0.000277;0.000745
72824;0.216027;0.000000;0.000685
72890;0.220852;0.000007;0.000695
72936;0.221960;0.000000;0.000715
73;0.203386;0.000000;0.000646
730;0.221251;0.000017;0.000724
73004;0.151123;0.000007;0.000491
73011;0.160142;0.000000;0.000530
731;0.183381;0.000302;0.000608
73144;0.211119;0.000000;0.000676
7321;0.204477;0.000000;0.000643
73257;0.082849;0.000003;0.000191
7326;0.212237;0.000000;0.000684
7370;0.191485;0.000050;0.000601
73848;0.223368;0.000058;0.000725
73849;0.145374;0.000000;0.000473
74;0.221355;0.000335;0.000701
74039;0.142170;0.000000;0.000463
74222;0.225371;0.000096;0.000709
7439;0.208633;0.000012;0.000657
7452;0.204028;0.000000;0.000672
74723;0.207986;0.000001;0.000654
75011;0.213461;0.000005;0.000674
75170;0.199239;0.000000;0.000631
75201;0.198348;0.000000;0.000628
7524;0.209163;0.000108;0.000653
75288;0.217306;0.000000;0.000690
75425;0.171541;0.002062;0.000556
75810;0.211695;0.000037;0.000687
75883;0.138367;0.000000;0.000449
75948;0.200195;0.000219;0.000651
76;0.191729;0.000016;0.000604
76214;0.195269;0.000001;0.000613
76505;0.163009;0.000000;0.000519
76594;0.185096;0.000000;0.000602
766;0.205994;0.000017;0.000689
768;0.224019;0.000014;0.000729
769;0.186408;0.000001;0.000593
76952;0.205612;0.000001;0.000667
76954;0.173926;0.000000;0.000568
76955;0.202898;0.000014;0.000650
76961;0.207045;0.000004;0.000672
76963;0.231311;0.000022;0.000745
76978;0.207457;0.000134;0.000668
76993;0.224501;0.000003;0.000711
76996;0.209975;0.000336;0.000655
77;0.222915;0.000006;0.000727
7700;0.162489;0.000000;0.000536
77004;0.222005;0.000307;0.000699
77016;0.170977;0.000000;0.000560
77021;0.151852;0.000000;0.000505
77025;0.178883;0.000012;0.000586
77033;0.214758;0.000001;0.000683
77056;0.221269;0.000001;0.000703
77058;0.184221;0.000000;0.000615
77064;0.175856;0.000688;0.000580
77066;0.194386;0.000041;0.000609
77067;0.199614;0.000000;0.000642
77069;0.211000;0.000001;0.000669
