livreId;scoreGlobal
27400;0.562767
20239;0.562165
13726;0.562050
52915;0.562003
18947;0.561923
2529;0.561696
48612;0.561685
22091;0.561652
13549;0.561030
42;0.560977
24518;0.560910
36924;0.560655
852;0.560601
8775;0.560414
42647;0.560404
71779;0.560302
2600;0.560231
15076;0.560128
1212;0.559936
17957;0.559641
16464;0.559185
28587;0.558969
52090;0.558954
25326;0.558908
348;0.558781
23684;0.558765
38145;0.558639
20417;0.558577
77067;0.558545
30107;0.558138
16833;0.558119
55;0.558115
41873;0.558030
54338;0.557900
1429;0.557505
1600;0.557445
4973;0.557168
41082;0.557162
1404;0.557029
4352;0.556934
57628;0.556707
13610;0.556415
66923;0.556327
2449;0.556316
47677;0.556286
44568;0.556008
42243;0.555931
48433;0.555909
54713;0.555412
45229;0.555384
59924;0.555052
41218;0.554925
33848;0.554534
20583;0.554499
12242;0.554449
543;0.554422
31100;0.553994
61364;0.553974
53368;0.553912
29021;0.553868
50572;0.553688
12753;0.553668
45532;0.553607
22542;0.553600
52882;0.553560
19322;0.553539
9105;0.553447
38485;0.553347
9334;0.552792
1289;0.552560
46976;0.552237
65903;0.552146
19800;0.552024
26450;0.552001
56712;0.551993
5000;0.551650
75170;0.551472
3825;0.551353
3160;0.551246
3361;0.551155
42180;0.551101
5500;0.550961
76;0.550937
6400;0.550831
17851;0.550791
39316;0.550611
32528;0.550327
75201;0.550292
3090;0.550196
14977;0.549953
56517;0.549904
47873;0.549739
35242;0.549738
43936;0.549633
70033;0.549625
44126;0.549593
8800;0.549389
101;0.549307
14472;0.549132
12045;0.549113
1280;0.549016
1004;0.548443
18;0.548284
215;0.547817
4280;0.547423
57978;0.547183
1962;0.547076
16452;0.546927
70109;0.546362
36387;0.546252
55231;0.546006
2465;0.545413
77105;0.545045
1450;0.544869
41386;0.544615
40686;0.544612
38253;0.544554
500;0.544257
11582;0.543874
11136;0.543827
50966;0.543437
7370;0.543105
43491;0.543052
2848;0.542933
785;0.542670
389;0.542650
38481;0.542565
4583;0.542003
46440;0.541044
38951;0.541005
28522;0.540834
236;0.540497
43211;0.540448
1320;0.540361
19104;0.540165
8813;0.539841
1228;0.539781
45950;0.539459
2622;0.538934
70652;0.538841
31511;0.538801
1735;0.538452
46743;0.538440
610;0.538432
27761;0.538230
35461;0.538056
67138;0.537709
42983;0.537439
15;0.537195
40367;0.536485
45584;0.536145
49038;0.535560
3567;0.535299
4093;0.535254
72735;0.534819
1524;0.534101
55998;0.534054
10148;0.533766
76214;0.533334
25851;0.533267
45001;0.533153
40986;0.532716
32975;0.532712
41910;0.532369
19188;0.532279
19994;0.532155
20121;0.532111
77074;0.531983
42616;0.531878
3207;0.531710
50150;0.531493
2131;0.531214
46423;0.530733
60093;0.530727
25012;0.530118
77066;0.530057
20628;0.530054
42822;0.529781
5200;0.529646
47018;0.529593
23700;0.529373
3735;0.528974
35843;0.528846
19481;0.528492
36385;0.528376
5983;0.528376
28885;0.528365
30802;0.528229
3800;0.528061
63300;0.527817
1929;0.527787
54027;0.527649
40852;0.527507
27942;0.527444
3623;0.527242
53489;0.527125
4099;0.526624
2232;0.526168
66583;0.525716
885;0.525650
37431;0.525397
2620;0.525177
2074;0.525099
18590;0.525085
12161;0.524963
2199;0.524689
28553;0.524376
4010;0.524320
35561;0.524184
830;0.524080
53430;0.523562
24869;0.523467
2542;0.523259
1254;0.523240
844;0.523162
11438;0.523090
56880;0.522748
19488;0.522620
32689;0.522340
8795;0.522169
10136;0.521786
43970;0.521439
40812;0.520077
2446;0.520029
6435;0.520014
8121;0.520013
847;0.519742
24700;0.519627
71398;0.519563
68680;0.519196
37957;0.519134
12;0.519023
44608;0.518543
52958;0.518516
18442;0.518422
3618;0.518285
1653;0.518120
41538;0.517980
77058;0.517485
15000;0.516471
32507;0.516397
54657;0.516367
40641;0.516340
51161;0.516108
54991;0.515572
10897;0.515416
26163;0.515084
5428;0.513836
12219;0.513394
35473;0.513284
35379;0.513236
2009;0.512972
5683;0.512881
1152;0.512739
5131;0.512635
59;0.512560
731;0.512556
19116;0.512280
61937;0.511743
34075;0.511682
42108;0.511633
34073;0.511197
76594;0.510577
34612;0.510482
3330;0.510442
36375;0.510397
37785;0.510352
60230;0.510329
57374;0.510283
28521;0.509881
39989;0.509645
57037;0.509606
50742;0.509578
50603;0.509442
55771;0.509440
41733;0.508947
5827;0.508864
32758;0.508684
38015;0.508533
20321;0.508224
657;0.508149
17450;0.508110
1322;0.508038
59131;0.507968
769;0.507654
14209;0.507129
31447;0.506988
32759;0.506987
18755;0.506869
5402;0.506792
2885;0.506544
42638;0.505704
39281;0.505642
11000;0.505640
33750;0.505403
45249;0.505283
22814;0.505244
22456;0.504375
2760;0.504334
63659;0.504282
35451;0.504097
62231;0.504063
1531;0.503986
63384;0.503251
1093;0.503130
38539;0.502269
52821;0.502263
9622;0.502203
56608;0.501902
41443;0.501881
42796;0.501826
58031;0.501296
48152;0.501258
2526;0.500982
61614;0.500911
54824;0.500345
37064;0.500325
11666;0.500324
59824;0.500297
1591;0.499893
39435;0.499716
15475;0.499603
16378;0.499578
35899;0.499426
1292;0.498870
13650;0.498744
20656;0.498649
43427;0.498097
1532;0.498001
31;0.497261
8419;0.497232
66638;0.497113
4070;0.496892
14417;0.496783
20785;0.496744
49260;0.496681
12655;0.496655
49008;0.496609
35041;0.496437
501;0.496259
15474;0.496226
2383;0.496146
921;0.495848
2911;0.495116
31641;0.494734
22747;0.494619
6087;0.494506
228;0.494313
57317;0.494259
46681;0.493315
25525;0.493254
833;0.493225
45858;0.492913
34751;0.492724
383;0.492498
1754;0.492030
6923;0.491902
44884;0.491860
41085;0.491626
36020;0.491483
68185;0.490988
38463;0.490895
77025;0.490719
16269;0.490204
36245;0.490168
34018;0.488607
23045;0.487712
13240;0.487295
135;0.487033
20;0.486427
32415;0.486120
208;0.485850
6157;0.485764
42959;0.485676
901;0.485637
77064;0.485506
20924;0.484352
29433;0.484066
43572;0.483878
14244;0.483816
1021;0.483649
14969;0.483565
68705;0.482998
41;0.482908
11224;0.482541
15272;0.482530
3213;0.482498
35169;0.482442
80;0.482327
28496;0.481678
59112;0.481548
50750;0.481328
1279;0.480918
33504;0.480903
72344;0.480843
41046;0.480314
43255;0.480125
39458;0.479989
3008;0.479959
2300;0.479848
57333;0.479476
1533;0.479019
22976;0.478986
42884;0.478753
2981;0.478604
4300;0.477711
59386;0.477205
8710;0.476961
1523;0.476617
2434;0.476391
24950;0.475952
8197;0.475200
27673;0.473900
54488;0.473860
23042;0.473794
17405;0.473680
19699;0.473284
44638;0.473192
29728;0.472690
782;0.472387
3600;0.472288
986;0.472216
16501;0.472116
76954;0.471808
14522;0.471624
4200;0.471463
100;0.471154
674;0.470837
1094;0.470392
75425;0.470217
77145;0.470035
44669;0.469938
2587;0.469794
59844;0.469598
113;0.469425
54966;0.469085
2781;0.469016
20776;0.468897
44292;0.468889
1057;0.468809
26095;0.468495
1515;0.467948
43945;0.467855
220;0.467638
1097;0.467348
66555;0.466800
876;0.466573
40435;0.466137
22298;0.466015
398;0.465549
1301;0.465446
36566;0.465334
49513;0.465261
15772;0.464559
66619;0.464374
42474;0.464169
19;0.464159
1041;0.463938
43376;0.463736
779;0.463608
28;0.463567
77016;0.463219
33900;0.462974
40505;0.462925
1519;0.462885
11231;0.462561
48438;0.462377
62250;0.462303
26487;0.462167
28569;0.461921
28488;0.461628
47476;0.461491
6885;0.461487
56347;0.461453
46449;0.461091
53635;0.460916
1643;0.460884
608;0.460788
8581;0.460537
2274;0.460191
16878;0.459901
35260;0.459509
1526;0.459262
1756;0.459053
26315;0.458921
48688;0.458336
50040;0.458010
57724;0.457884
790;0.457787
50448;0.457057
1522;0.456926
1200;0.456671
9070;0.456442
53565;0.455304
20851;0.454375
902;0.454338
38683;0.454293
35173;0.453742
19846;0.453259
2388;0.453130
56877;0.452934
8147;0.452820
851;0.452665
1719;0.452487
62704;0.452422
45368;0.451205
33144;0.450925
43286;0.450101
409;0.449616
5682;0.448550
811;0.448506
4980;0.448352
30508;0.447927
10636;0.447633
34114;0.447612
43296;0.447593
41617;0.447507
1508;0.447458
30576;0.447245
8300;0.446910
26000;0.446880
34513;0.446807
2992;0.446501
55829;0.446221
49266;0.446156
44886;0.443879
37134;0.443454
7700;0.443182
49235;0.442346
1514;0.442323
33870;0.442295
57009;0.442238
39308;0.440601
68283;0.439595
19033;0.439546
60479;0.439059
24440;0.437203
72679;0.436376
67098;0.436229
1656;0.435567
37586;0.432948
24882;0.432677
5657;0.432129
2995;0.432120
20411;0.432101
28500;0.428012
50657;0.427904
35688;0.427020
73011;0.426757
60558;0.426676
76505;0.426659
55264;0.426453
38433;0.425672
246;0.425114
57493;0.424963
27889;0.422257
1581;0.421605
22541;0.421491
60766;0.420540
31469;0.419936
10;0.419712
6686;0.419363
67330;0.417899
47791;0.417492
47787;0.417335
147;0.417108
58585;0.416711
31543;0.415022
31193;0.413841
12030;0.413130
8578;0.413095
15396;0.412898
1001;0.412349
41047;0.411759
22599;0.411443
1974;0.411221
25663;0.410817
57764;0.409651
44525;0.409460
38594;0.409410
71;0.408660
7999;0.408400
42722;0.407637
27577;0.407294
60976;0.407177
5201;0.406153
16564;0.405832
51143;0.405690
18251;0.405562
47001;0.405473
32032;0.405335
39784;0.403641
12410;0.402311
51233;0.402069
216;0.401609
42188;0.400873
1251;0.400850
1571;0.400440
42196;0.400271
28299;0.399172
77021;0.398492
5720;0.398025
45109;0.395828
48247;0.394112
14975;0.392321
1252;0.390456
73004;0.389588
50280;0.389454
63545;0.388336
2017;0.387778
42704;0.386984
7889;0.386228
43453;0.384288
61;0.383686
50954;0.382649
8525;0.381463
50354;0.379843
16119;0.377957
23731;0.377837
39867;0.376388
10607;0.374432
25609;0.373324
26184;0.372257
932;0.372043
37683;0.371470
7193;0.371413
77131;0.370514
55620;0.369826
49819;0.369727
8426;0.369242
73849;0.369192
33311;0.367556
51155;0.367409
40074;0.366123
58157;0.365235
7100;0.362768
42166;0.362668
1642;0.361826
664;0.361759
77102;0.361561
18459;0.361429
1112;0.360671
38658;0.360289
14568;0.360176
40425;0.360059
74039;0.359410
48105;0.357820
50503;0.357813
26393;0.357477
17192;0.357191
70516;0.356603
36098;0.356365
57421;0.356216
33768;0.355751
17150;0.353108
34815;0.352682
68465;0.352678
4507;0.352534
44028;0.351845
6523;0.351233
22748;0.350186
27238;0.348357
10625;0.347449
28890;0.347310
14;0.346870
15665;0.346074
6043;0.345504
75883;0.345497
31591;0.341341
15725;0.341333
36805;0.340100
14640;0.339058
25717;0.335057
51090;0.331803
1250;0.326869
8102;0.324507
25929;0.323913
69018;0.319533
10681;0.315645
3221;0.314419
22;0.312670
58212;0.311904
43660;0.298993
71046;0.295751
59656;0.293880
77115;0.293533
32464;0.292945
16059;0.289139
1240;0.288831
41697;0.288328
55059;0.287237
44621;0.286658
10800;0.283976
18897;0.280489
51836;0.269648
25219;0.264866
25162;0.263647
52206;0.263441
36459;0.263012
25128;0.262171
25142;0.261354
23825;0.261106
25559;0.259829
25379;0.259442
24099;0.258592
24029;0.258354
24162;0.257977
25245;0.257429
27218;0.257406
25134;0.257335
23841;0.257280
25286;0.257041
39647;0.256898
16527;0.256888
29032;0.256877
52200;0.256857
26970;0.256835
25716;0.256827
24183;0.256672
25392;0.256432
27582;0.256373
52205;0.256373
24239;0.256371
24264;0.256358
23910;0.256311
27026;0.256263
25391;0.256219
35018;0.256168
28714;0.256144
23962;0.256046
23817;0.256023
25350;0.255971
25346;0.255878
26739;0.255832
26161;0.255801
57227;0.255780
24032;0.255676
24273;0.255660
24154;0.255659
24226;0.255649
7220;0.255613
25130;0.255588
27088;0.255513
23950;0.255472
25262;0.255407
24233;0.255406
25229;0.255394
15353;0.255387
7221;0.255331
64478;0.255072
23835;0.255053
25202;0.255009
27403;0.255008
24156;0.254895
24169;0.254894
23876;0.254861
25393;0.254822
25287;0.254790
24060;0.254767
23838;0.254754
27016;0.254622
23938;0.253430
22120;0.234359
52371;0.231052
41810;0.213404
257;0.185654
71062;0.172036
65236;0.164846
70954;0.163858
28718;0.163078
27573;0.159502
70303;0.155629
6099;0.154718
2650;0.152782
61565;0.151196
20738;0.151184
32854;0.150808
19919;0.150090
17489;0.149631
22367;0.148845
29536;0.148631
4791;0.147796
48852;0.147096
70891;0.144643
52006;0.144428
17989;0.144260
45150;0.144049
66994;0.143852
25575;0.142460
798;0.142191
62215;0.141480
29765;0.138147
36011;0.136734
36708;0.136344
29376;0.136318
35797;0.133514
13951;0.132856
14155;0.132842
5097;0.131605
43901;0.131371
38243;0.129745
31284;0.125415
14287;0.125135
2229;0.124765
21000;0.124611
35312;0.123973
49836;0.123484
41907;0.123056
44070;0.122339
36207;0.122259
48529;0.117748
13507;0.116929
47287;0.114838
60464;0.112940
36227;0.104741
47406;0.104548
2000;0.104175
47584;0.103230
39762;0.103061
57303;0.102755
61851;0.102615
7205;0.102020
34099;0.101652
69552;0.101455
43759;0.101127
58221;0.097602
64974;0.096640
73257;0.096502
67092;0.096252
60360;0.095870
40739;0.092904
227;0.090583
61543;0.089208
28233;0.086619
65661;0.086258
22968;0.083062
44549;0.082446
65662;0.081622
34811;0.078532
31509;0.078493
58804;0.076808
49501;0.073121
36077;0.067002
3333;0.066852
55752;0.065447
20228;0.064833
37719;0.060804
47629;0.059796
45594;0.057037
62383;0.030485
31552;0.029674
1012;0.001460
